Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Status
quick-draw-revolving-pen-holder-billet-aluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/05/Photo-May-24-3-08-43-PM-scaled.jpg,3,Quick Draw Revolving Pen Holder - Billet Aluminum - Image 3,,,,,,
quick-draw-revolving-pen-holder-billet-aluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/05/Photo-May-24-3-09-14-PM-scaled.jpg,4,Quick Draw Revolving Pen Holder - Billet Aluminum - Image 4,,,,,,
quick-draw-revolving-pen-holder-billet-aluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/05/QuickDraw-Tools-Lifestyle.jpg,5,Quick Draw Revolving Pen Holder - Billet Aluminum - Image 5,,,,,,
quick-draw-revolving-pen-holder-billet-aluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/05/QuickDrawLifestyle1.jpg,6,Quick Draw Revolving Pen Holder - Billet Aluminum - Image 6,,,,,,
quick-draw-revolving-pen-holder-billet-aluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/05/20201013_151217-scaled.jpg,7,Quick Draw Revolving Pen Holder - Billet Aluminum - Image 7,,,,,,
quick-draw-revolving-pen-holder-billet-aluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/05/QuickDraw-Top-View.jpg,8,Quick Draw Revolving Pen Holder - Billet Aluminum - Image 8,,,,,,
titanium-tweezers-insert,Titanium Tweezers Insert,Titanium Tweezers specially designed for the KeyBar. Designed to perfectly nest along with your keys and designed sturdy and precise to hold up to years of use.,KeyBar,,Insert,"All Products, Inserts, KeyBar accessories, KeyBar insert, KeyBar tweezers, tweezer kit",TRUE,Title,Default Title,,,,,ACS-TWZR,3,shopify,0,deny,manual,10.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/01/Tweezers-in-Use-Insert-for-KeyBar-Key-Organizer-EDC-Tool-White-Background.png,1,Titanium Tweezers Insert,FALSE,Titanium Tweezers Insert,"Titanium Tweezers specially designed for the KeyBar. Designed to perfectly nest along with your keys and designed sturdy and precise to hold up to years of use. Pick up our <a href=""/products/pick/"">Pick</a> and create a set!",,g,active
titanium-tweezers-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/04/Tweezer-Insert.jpg,2,Titanium Tweezers Insert - Image 2,,,,,,
titanium-tweezers-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/04/IMG_E0576.jpg,3,Titanium Tweezers Insert - Image 3,,,,,,
titanium-tweezers-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/10/Updated-Anodized-Tool-Insert-Color-Options.jpg,4,Titanium Tweezers Insert - Image 4,,,,,,
keybar-flashlight-insert,KeyBar Flashlight Insert,"KeyBar now offers a titanium flashlight insert with additive manufacturing using 3D-Printed HTPLA. The flashlight is specifically designed for the KeyBar. Each flashlight is designed and manufactured by KeyBar in the USA for maximum quality assurance. Made with a lightweight body, this flashlight is guaranteed not to weigh down your KeyBar. <strong>Note:</strong> The flashlight battery is replaceable. The battery featured in the flashlight is a CR1220 lithium coin cell.",KeyBar,,Insert,"All Products, Inserts, flashlight keychain, KeyBar accessory, KeyBar flashlight, KeyBar flashlight insert, KeyBar insert, KeyBar LED flashlight, keychain flashlight, titanium flashlight insert",TRUE,Title,Default Title,,,,,ACS-FLSHLGHT,4,shopify,0,deny,manual,27.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2018/09/Updated-Titanium-and-3D-Printed-Flashlight-Insert-for-KeyBar-Key-Organizer-EDC-Tool.png,1,KeyBar Flashlight Insert,FALSE,KeyBar Flashlight Insert,<ul> <li>KeyBar's own flashlight insert made specifically for your KeyBar!</li> <li>3D printed HTPLA & Titanium Body</li> <li>Made In The USA</li> </ul>,,g,active
keybar-flashlight-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/09/Photo-May-03-10-00-40-AM-scaled.jpg,2,KeyBar Flashlight Insert - Image 2,,,,,,
keybar-flashlight-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/09/Photo-May-03-10-01-03-AM-scaled.jpg,3,KeyBar Flashlight Insert - Image 3,,,,,,
keybar-flashlight-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/09/IMG_8745-scaled.jpg,4,KeyBar Flashlight Insert - Image 4,,,,,,
keybar-flashlight-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/09/NEW-Flash-Light-insert.jpg,5,KeyBar Flashlight Insert - Image 5,,,,,,
keybar-flashlight-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/09/NEW-Flash-Light-insert-bottom.jpg,6,KeyBar Flashlight Insert - Image 6,,,,,,
keybar-flashlight-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/09/NEW-Flash-Light-insert-Top.jpg,7,KeyBar Flashlight Insert - Image 7,,,,,,
golf-divot-tool-insert,Golf Divot Tool Insert,"<p style=""text-align: left"">Titanium divot tool specially designed for the KeyBar! If you are an avid golfer, than this is the insert for you! Each divot tool is made of titanium, ensuring durability and long-lasting.</p>",KeyBar,,Insert,"divot, divot tool, every day carry items, everyday carry divot tool, titanium divot, titanium divot tool",TRUE,Title,Default Title,,,,,ACS-DIVOT,4,shopify,0,continue,manual,11.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/01/Divot-Tool-Insert-in-Use-with-KeyBar-Key-Organizer-White-Background.png,1,Golf Divot Tool Insert,FALSE,Golf Divot Tool Insert,<ul> <li>Limited Quantity</li> <li>Titanium</li> </ul>,,g,active
golf-divot-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2018/10/Divot-tool-insert.jpg,2,Golf Divot Tool Insert - Image 2,,,,,,
golf-divot-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2016/05/Cratered-2.jpg,3,Golf Divot Tool Insert - Image 3,,,,,,
mini-pen-30-insert,Mini Pen 3.0 Insert,"<div class=""row""> <div class=""sml-12 med-6 columns""> <h4>What's included?</h4> <ul> <li > <ul> <li > <ul> <li>(1) 3D-printed black mini pen holder</li> <li>(1) Mini black ink pen insert</li> </ul> </li> </ul> <ul> <li ></li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h4>What are the specifications?</h4> <ul> <li > <ul> <li > <ul> <li>Length - 2.5""</li> <li>Width - 1""</li> <li>Weight - 1 ounce (less than 2 house keys)</li> </ul> </li> </ul> <ul> <li ></li> </ul> </li> </ul> <div class=""box""> <h4>Add-Ons</h4> <a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a> <a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a> </div> </div> </div>",KeyBar,,Insert,"All Products, Inserts, edc pen holder, key organizer pen insert, KeyBar pen insert",TRUE,Title,Default Title,,,,,ACS-PEN-3,2,shopify,0,deny,manual,6.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/01/Mini-Pen-3.0-Insert-for-KeyBar-Main.jpg,1,Mini Pen 3.0 Insert,FALSE,Mini Pen 3.0 Insert,"<ul> <li>Now fits in KeyBar JR</li> <li>New design for better grip</li> <li>A lightweight, black pen insert specifically designed for the KeyBar to ensure maximum comfort in-use.</li> </ul>",,g,active
mini-pen-30-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/01/Mini-Pen-3d-Rubber.jpg,2,Mini Pen 3.0 Insert - Image 2,,,,,,
mini-pen-30-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/01/Mini-Pen-3.0-Insert-for-KeyBar-JR.jpg,3,Mini Pen 3.0 Insert - Image 3,,,,,,
mini-pen-30-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/01/KeyBar-Pen-Insert.jpg,4,Mini Pen 3.0 Insert - Image 4,,,,,,
keyrabiner-40-insert,Keyrabiner 4.0 Insert,"The Keyrabiner 4.0 is here - and it's more durable than ever! When creating the 4.0 model, we wanted to enhance the thin, lightweight features of the 3.0 Keyrabiner; however, we really wanted to apply some of the durable and easy-to-use features we loved about the classic 2.0 Keyrabiner. By upgrading the fundamentals of what we and our community love about this insert, we're able to create the best Keyrabiner yet! Each individual Keyrabiner is made of pure titanium. The functionality is designed to act like a carabiner and can fold into the KeyBar for convenient storage. To ensure complete quality control, each Keyrabiner is crafted with our water jet right here in the USA.",KeyBar,,Insert,"All Products, Inserts, EDC accessories, EDC tools, KeyBar insert",TRUE,Title,Default Title,,,,,ACS-KRB-4,4,shopify,0,deny,manual,15.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/02/KeyRabiner-4.0-Insert.png,1,Keyrabiner 4.0 Insert,FALSE,Keyrabiner 4.0 Insert,"A thicker, longer version of our titanium Keyrabiner 3.0, the 4.0 works excellent with items such as MagNuts, backpacks and any other gear. When used in the KeyBar, it smoothly folds within when not needed.",,g,active
keyrabiner-40-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/02/Keyrabiner-4.0-Insert.jpg,2,Keyrabiner 4.0 Insert - Image 2,,,,,,
keyrabiner-40-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/02/KeyRabiner-4.0-Insert-For-KeyBar.jpg,3,Keyrabiner 4.0 Insert - Image 3,,,,,,
keyrabiner-40-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/02/Keyrabiner-4.0-Titanium-Insert-for-KeyBar-Key-Organizer-EDC-Tool.png,4,Keyrabiner 4.0 Insert - Image 4,,,,,,
keyrabiner-40-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/10/Updated-Anodized-Tool-Insert-Color-Options.jpg,5,Keyrabiner 4.0 Insert - Image 5,,,,,,
nail-file-insert,Nail File Insert,"The convenience of a nail file - now available right in your KeyBar! This nail filer is made out of Grade 5 Titanium and features a quick tab at the bottom end for easier access. All nail files are made 100% in the USA. Featuring a thin-style body, the tool is guaranteed to not take up a large amount of space on your KeyBar.",KeyBar,,Insert,"All Products, Inserts, All Products > Stocking Stuffers, custom nail file, keybar nail file, nail file insert",TRUE,Title,Default Title,,,,,ACS-NLF,3,shopify,0,deny,manual,14.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/04/Nail-File-Insert-For-KeyBar.png,1,Nail File Insert,FALSE,Nail File Insert,"A thin, lightweight nail filer specifically designed for the KeyBar key organizer. Featured is a quick tab at the bottom end for easy-to-use access.",,g,active
nail-file-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/04/Titanium-Nail-File.jpg,2,Nail File Insert - Image 2,,,,,,
black-cerakote-screw-set,Black Cerakote Screw Set,<p>Includes:</p> <ul> <li>(2) Custom design 1/2 in. black cerakoted stainless steel screws</li> <li>(2) Custom 3/4 in. black cerakoted stainless steel screws</li> <li>(2) Custom 7/8 in. black cerakoted stainless steel screws</li> <li>(2) rubber o-rings</li> </ul>,KeyBar,,Insert,"All Products, Inserts > Hardware/Parts, Inserts, key holder hardware, KeyBar hardware set, KeyBar screw set",TRUE,Title,Default Title,,,,,ACS-HW-BLK,13,shopify,0,continue,manual,12.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/06/BlackCerakote-Screw-set.jpg,1,Black Cerakote Screw Set,FALSE,Black Cerakote Screw Set,<p>Cerakoted screws are a great way to personalize your KeyBar! Available now for a very limited time.</p>,,g,active
black-cerakote-screw-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/06/BlackCerakote-Screw.png,2,Black Cerakote Screw Set - Image 2,,,,,,
black-cerakote-screw-set,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/06/BlackCerakote-Screw1.png,3,Black Cerakote Screw Set - Image 3,,,,,,
key-shaped-flash-drive-insert-20,Key Shaped Flash Drive Insert 2.0,"Our metal, key-shaped USB 2.0 flash drive 16GB makes your data portable and accessible.",KeyBar,,Insert,"All Products, Inserts, EDC flash drive, keychain flash drive",TRUE,Title,Default Title,,,,,ACS-FD-16,9,shopify,0,deny,manual,15.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/01/16GB-USB-Drive-Insert-in-Use-with-KeyBar-Key-Organizer-EDC-Tool-White-Background.png,1,Key Shaped Flash Drive Insert 2.0,FALSE,Key Shaped Flash Drive Insert 2.0,"Whether you need to store music, photos or files our 16GB key shaped USB 2.0 drive is a quick and easy way to access your data. Install it on your KeyBar and you’ll always have it handy.",,g,active
key-shaped-flash-drive-insert-20,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/07/Key-Shaped-Flash-Drive-Insert.jpg,2,Key Shaped Flash Drive Insert 2.0 - Image 2,,,,,,
key-shaped-flash-drive-insert-20,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2015/08/usbincomputer.jpg,3,Key Shaped Flash Drive Insert 2.0 - Image 3,,,,,,
sierra-aluminum-keybar,Sierra Aluminum KeyBar,"<p>When it comes to scenery and adventure, nothing quite compares to the grandeur of the the Sierra Mountain range. Which is exactly why we made a KeyBar with a laser engraved portrait to try and encompass that same scenery. Perfect for quick simple tool access if you need to tighten your ski boots or minimizing the blueprint of essential carry keys and tools during an epic backpacking adventure, enjoy the simplicity of a KeyBar featuring the picturesque landscaping of that very region you're exploring.</p><div class=""row""> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) Custom KeyBar with a titanium pocket clip of your choice</li> <li>(2) custom designed stainless steel 1/2"" screws (up to 4 keys)</li> <li>(2) custom designed stainless steel 3/4"" screws (up to 8 keys)</li> <li>(2) custom designed stainless steel 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, anodized aluminum, black anodized, durable key organizer, laser engraved, limited edition KeyBar, mountain range, sierra mountains",TRUE,Title,Default Title,,,,,AKB-SRRA-BLK,77,shopify,0,deny,manual,51.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/08/Sierra-Aluminum-KeyBar-Updated.jpg,1,Sierra Aluminum KeyBar,FALSE,Sierra Aluminum KeyBar,<ul> <li>Black Anodized Aluminum Base</li> <li>Custom Laser Engraving</li> <li>Mountain-Themed Graphic</li> </ul>,,g,active
sierra-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/08/IMG_3358.jpg,2,Sierra Aluminum KeyBar - Image 2,,,,,,
sierra-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/08/Sierra3.jpg,3,Sierra Aluminum KeyBar - Image 3,,,,,,
sierra-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/08/Sierra2.jpg,4,Sierra Aluminum KeyBar - Image 4,,,,,,
midnight-titanium-keybar,Midnight Titanium KeyBar,"<p>Stealthy, simplistic, lightweight, durable. These are the things you can expect with our Midnight Titanium KeyBar. Made of high-grade titanium and fully lasered for that stealthy blue-charcoal finish, it's a KeyBar that'll keep your essentials all in one spot and being just the right kind of noticeable when you pull it out of your pocket.</p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) KeyBar with a titanium pocket clip in the color of your choice</li> <li>Comes with Heat Colored Screws</li> <li>(2) 1/2"" screws (up to 4 keys)</li> <li>(2) 3/4"" screws (up to 8 keys)</li> <li>(2) 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, edc key holder, EDC tools, every day carry key organizer, titanium key holder, titanium key organizer",TRUE,Title,Default Title,,,,,TKB-MDNGHT,95,shopify,0,deny,manual,79.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/08/Midnight-Titanium-KeyBar-no-keys.jpg,1,Midnight Titanium KeyBar,FALSE,Midnight Titanium KeyBar,<ul> <li>Made of Titanium</li> <li>Fully Lasered For Dark Blue-Charcoal Hardened Finish</li> <li>Extremely Scratch Resistant</li> </ul>,,g,active
midnight-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/08/Midnight-Titanium1.jpg,2,Midnight Titanium KeyBar - Image 2,,,,,,
midnight-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/08/Midnight-Titanium2.jpg,3,Midnight Titanium KeyBar - Image 3,,,,,,
midnight-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/08/Midnight-with-Hematite-1-scaled.jpg,4,Midnight Titanium KeyBar - Image 4,,,,,,
bomber-titanium-keybar,Bomber Titanium KeyBar,"<p>Nose art is a decorative painting or design on the fuselage of an aircraft, usually on the front fuselage. While begun for practical reasons of identifying friendly units, the practice evolved to express the individuality often constrained by the uniformity of the military, to evoke memories of home and peacetime life. Thus, we give a nod to those dog fighters of WW2 with the Titanium Stealth Bomber KeyBar featuring the most iconic of nose arts, the shark bomber. Made of 100% titanium and laser engraved.</p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) KeyBar with a deep carry 1.0 titanium pocket clip included</li> <li>(2) 1/2"" screws (up to 4 keys)</li> <li>(2) 3/4"" screws (up to 8 keys)</li> <li>(2) 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, laser anodized, laser engraved, nose art, stealth bomber, titanium EDC accessories, titanium key holder, titanium KeyBar, ww2 aircraft",TRUE,Title,Default Title,,,,,TKB-MDNT-BMBR,95,shopify,0,deny,manual,97.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/11/Stealth-Bomber-Titanium-Updated-November-2025-KeyBar-Key-Organizer-EDC-Tool.jpg,1,Bomber Titanium KeyBar,FALSE,Bomber Titanium KeyBar,<ul> <li>Midnight Titanium Base</li> <li>Extra Scratch Resistant</li> <li>Classic 'Bomber' Laser Engraving</li> </ul>,,g,active
bomber-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/11/Ti-Bomber-1.jpg,2,Bomber Titanium KeyBar - Image 2,,,,,,
bomber-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/11/IMG_3665.jpg,3,Bomber Titanium KeyBar - Image 3,,,,,,
bomber-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/11/Photo-Jan-06-2-45-46-PM-scaled.jpg,4,Bomber Titanium KeyBar - Image 4,,,,,,
bomber-titanium-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/11/Photo-Dec-09-2022-9-13-07-AM.jpg,5,Bomber Titanium KeyBar - Image 5,,,,,,
keyrabiner-50-insert,Keyrabiner 5.0 Insert,,KeyBar,,Insert,"All Products, Inserts, All Products > Stocking Stuffers, carabiner, EDC accessories, EDC tools, KeyBar insert, titanium",TRUE,Title,Default Title,,,,,ACS-KRB-5,4,shopify,0,deny,manual,27.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/11/Keyrabiner-5.0.jpg,1,Keyrabiner 5.0 Insert,FALSE,Keyrabiner 5.0 Insert,<ul> <li>Oversized titanium carabiner</li> <li>Hooks on belt loops without squeezing</li> <li>Fits in your KeyBar</li> </ul>,,g,active
keyrabiner-50-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/11/Titanium-Keyrabiner-5.0-KeyBar-Key-Organizer-EDC-Tool-4.0.jpg,2,Keyrabiner 5.0 Insert - Image 2,,,,,,
keyrabiner-50-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/11/KeyRabiner-5.0-Attached-To-Belt-Loop.jpg,3,Keyrabiner 5.0 Insert - Image 3,,,,,,
keyrabiner-50-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/11/Keyrabiner-5.0-comparison-to-Keyrabiner-4.0.jpg,4,Keyrabiner 5.0 Insert - Image 4,,,,,,
keyrabiner-50-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2022/10/Updated-Anodized-Tool-Insert-Color-Options.jpg,5,Keyrabiner 5.0 Insert - Image 5,,,,,,
